job_id,provider,window_id,job_kind,ready,target_evidence_path,missing_evidence
ibm_runtime__independent_window_00__packet__ibm_cx_seed314_rows16_shots4096__no_position_control__hwrow-013,ibm_runtime,ibm_runtime__independent_window_00,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_00/packet_executions/ibm_cx_seed314_rows16_shots4096__no_position_control.json,job_result_missing
ibm_runtime__independent_window_00__packet__ibm_cx_seed314_rows16_shots4096__no_position_control__hwrow-014,ibm_runtime,ibm_runtime__independent_window_00,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_00/packet_executions/ibm_cx_seed314_rows16_shots4096__no_position_control.json,job_result_missing
ibm_runtime__independent_window_00__packet__ibm_cx_seed314_rows16_shots4096__no_position_control__hwrow-015,ibm_runtime,ibm_runtime__independent_window_00,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_00/packet_executions/ibm_cx_seed314_rows16_shots4096__no_position_control.json,job_result_missing
ibm_runtime__independent_window_01__calibration__state_00,ibm_runtime,ibm_runtime__independent_window_01,known_state_calibration,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/calibration/ibm_runtime_known_state_execution.json,job_result_missing
ibm_runtime__independent_window_01__calibration__state_01,ibm_runtime,ibm_runtime__independent_window_01,known_state_calibration,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/calibration/ibm_runtime_known_state_execution.json,job_result_missing
ibm_runtime__independent_window_01__calibration__state_10,ibm_runtime,ibm_runtime__independent_window_01,known_state_calibration,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/calibration/ibm_runtime_known_state_execution.json,job_result_missing
ibm_runtime__independent_window_01__calibration__state_11,ibm_runtime,ibm_runtime__independent_window_01,known_state_calibration,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/calibration/ibm_runtime_known_state_execution.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-000,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-001,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-002,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-003,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-004,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-005,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-006,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-007,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-008,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-009,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-010,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-011,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-012,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-013,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-014,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__phasewrap__hwrow-015,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__phasewrap.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-000,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-001,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-002,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-003,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-004,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-005,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-006,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-007,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-008,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-009,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-010,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-011,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-012,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-013,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-014,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__rope_like__hwrow-015,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__rope_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__sinusoidal_like__hwrow-000,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__sinusoidal_like.json,job_result_missing
ibm_runtime__independent_window_01__packet__ibm_product_seed314_rows16_shots4096__sinusoidal_like__hwrow-001,ibm_runtime,ibm_runtime__independent_window_01,matched_packet_row,False,logs/automated_stage_gates/stage107_window_execution_orchestrator/windows/ibm_runtime__independent_window_01/packet_executions/ibm_product_seed314_rows16_shots4096__sinusoidal_like.json,job_result_missing
